customer_id,tenure_months,monthly_charges,contract_type,support_calls,payment_method,international_plan,churned
C101130,29,30.64,month-to-month,2,bank_transfer,no,1
C101131,48,116.51,month-to-month,1,credit_card,yes,0
C101132,57,79.89,month-to-month,2,credit_card,no,0
C101133,55,61.57,one-year,0,credit_card,no,0
C101134,44,78.9,month-to-month,2,bank_transfer,yes,1
C101135,5,26.18,month-to-month,0,electronic_check,no,0
C101136,52,102.21,month-to-month,1,credit_card,no,0
C101137,27,41.66,month-to-month,2,credit_card,no,0
C101138,53,100.45,month-to-month,1,bank_transfer,yes,1
C101139,39,73.44,month-to-month,0,credit_card,yes,0
C101140,63,47.66,month-to-month,1,bank_transfer,no,0
C101141,25,23.02,two-year,2,bank_transfer,no,0
C101142,67,101.58,month-to-month,2,credit_card,no,1
C101143,60,37.65,month-to-month,2,credit_card,no,0
C101144,24,25.18,month-to-month,1,credit_card,yes,0
C101145,35,95.59,month-to-month,1,bank_transfer,yes,1
C101146,38,55.0,one-year,3,credit_card,no,1
C101147,55,58.93,month-to-month,1,electronic_check,no,1
C101148,49,44.71,month-to-month,1,credit_card,no,0
C101149,61,105.92,one-year,2,credit_card,no,0
C101150,27,49.73,month-to-month,5,bank_transfer,no,1
C101151,36,41.02,two-year,1,bank_transfer,no,0
C101152,31,50.92,two-year,1,electronic_check,no,0
C101153,65,40.31,month-to-month,3,credit_card,no,1
C101154,22,51.77,month-to-month,1,electronic_check,no,1
C101155,42,28.29,month-to-month,2,electronic_check,no,1
C101156,9,35.85,month-to-month,2,bank_transfer,no,0
C101157,61,61.71,month-to-month,0,bank_transfer,yes,0
C101158,28,107.95,one-year,1,bank_transfer,no,1
C101159,25,25.73,month-to-month,0,electronic_check,no,1
C101160,42,41.27,month-to-month,1,credit_card,no,0
C101161,36,110.83,month-to-month,1,electronic_check,no,1
C101162,61,109.0,two-year,2,credit_card,no,0
C101163,38,87.95,two-year,2,electronic_check,no,0
C101164,37,44.05,month-to-month,2,credit_card,no,0
C101165,8,61.98,one-year,1,bank_transfer,no,0
C101166,2,41.12,month-to-month,3,bank_transfer,no,1
C101167,29,32.86,one-year,0,bank_transfer,yes,0
C101168,71,58.0,one-year,1,bank_transfer,no,0
C101169,66,77.58,two-year,4,credit_card,no,0
C101170,45,55.99,month-to-month,0,electronic_check,yes,0
C101171,45,81.08,month-to-month,2,bank_transfer,no,1
C101172,28,49.63,two-year,0,bank_transfer,yes,0
C101173,13,54.59,month-to-month,1,bank_transfer,no,1
C101174,1,99.07,month-to-month,1,bank_transfer,no,1
C101175,25,107.83,one-year,1,bank_transfer,no,1
C101176,23,52.2,one-year,2,bank_transfer,yes,1
C101177,14,77.15,one-year,5,credit_card,no,1
C101178,19,47.82,one-year,1,credit_card,yes,0
C101179,2,25.33,one-year,3,bank_transfer,no,1
C101180,44,93.79,month-to-month,2,credit_card,no,1
C101181,66,37.1,one-year,2,bank_transfer,no,0
C101182,50,62.57,one-year,2,bank_transfer,no,1
C101183,32,68.7,two-year,1,bank_transfer,no,0
C101184,30,38.45,month-to-month,1,credit_card,no,1
C101185,22,29.46,month-to-month,0,bank_transfer,yes,0
C101186,11,54.8,one-year,3,electronic_check,no,1
C101187,43,115.23,month-to-month,2,bank_transfer,yes,1
C101188,41,81.51,month-to-month,1,credit_card,yes,0
C101189,1,58.14,two-year,1,bank_transfer,no,0
C101190,30,23.89,month-to-month,1,bank_transfer,no,1
C101191,20,80.03,month-to-month,0,bank_transfer,yes,1
C101192,13,29.23,month-to-month,0,bank_transfer,no,1
C101193,50,74.25,month-to-month,0,electronic_check,no,1
C101194,38,95.2,one-year,3,bank_transfer,no,1
C101195,45,62.36,month-to-month,1,electronic_check,no,0
C101196,51,49.94,month-to-month,1,credit_card,no,1
C101197,70,24.74,month-to-month,1,credit_card,no,0
C101198,57,22.48,month-to-month,0,bank_transfer,no,0
C101199,45,63.0,month-to-month,1,credit_card,no,1
C101200,63,108.33,month-to-month,0,electronic_check,no,1
C101201,34,44.41,month-to-month,1,electronic_check,no,1
C101202,70,77.41,month-to-month,1,bank_transfer,no,0
C101203,55,88.43,month-to-month,2,electronic_check,yes,1
C101204,47,26.08,month-to-month,2,electronic_check,no,0
C101205,65,35.31,month-to-month,2,credit_card,no,0
C101206,37,53.13,month-to-month,1,bank_transfer,no,1
C101207,52,87.01,month-to-month,4,bank_transfer,no,1
C101208,21,63.9,month-to-month,3,electronic_check,no,1
C101209,69,93.42,month-to-month,1,credit_card,no,0
C101210,45,106.76,one-year,3,credit_card,no,0
C101211,56,95.84,month-to-month,1,electronic_check,yes,0
C101212,33,119.22,one-year,1,electronic_check,yes,1
C101213,62,95.44,one-year,1,credit_card,no,0
C101214,6,105.22,month-to-month,2,bank_transfer,no,1
C101215,9,103.24,month-to-month,2,electronic_check,no,1
C101216,37,93.03,month-to-month,2,credit_card,no,1
C101217,53,100.18,month-to-month,2,bank_transfer,no,0
C101218,58,113.47,month-to-month,2,electronic_check,no,1
C101219,32,67.52,month-to-month,1,electronic_check,no,0
C101220,47,83.83,two-year,2,credit_card,no,0
C101221,40,71.49,month-to-month,1,electronic_check,no,1
C101222,69,105.1,one-year,2,bank_transfer,no,0
C101223,47,63.14,one-year,1,bank_transfer,no,0
C101224,30,101.97,month-to-month,3,credit_card,yes,1
C101225,69,99.94,two-year,3,electronic_check,no,0
C101226,8,116.19,two-year,1,credit_card,no,0
C101227,70,44.89,month-to-month,0,electronic_check,no,0
C101228,11,90.96,month-to-month,1,credit_card,no,0
C101229,21,95.69,month-to-month,5,electronic_check,no,1
C101230,59,113.63,month-to-month,1,credit_card,no,1
C101231,53,110.69,month-to-month,0,bank_transfer,no,1
C101232,69,77.35,month-to-month,2,credit_card,yes,0
C101233,54,77.92,month-to-month,2,credit_card,no,1
C101234,46,36.73,one-year,1,credit_card,no,0
C101235,25,117.5,month-to-month,2,electronic_check,yes,1
C101236,1,45.5,month-to-month,0,credit_card,no,1
C101237,9,92.47,month-to-month,1,credit_card,no,1
C101238,22,99.58,one-year,2,bank_transfer,no,1
C101239,3,64.12,one-year,1,electronic_check,no,1
C101240,37,41.12,month-to-month,2,credit_card,no,0
C101241,56,38.9,one-year,2,credit_card,no,0
C101242,69,105.65,month-to-month,0,bank_transfer,no,0
C101243,35,71.08,one-year,0,bank_transfer,no,0
C101244,63,29.01,one-year,2,credit_card,no,0
C101245,70,91.7,month-to-month,1,electronic_check,no,0
C101246,62,45.02,one-year,1,bank_transfer,no,0
C101247,34,107.64,two-year,2,electronic_check,no,0
C101248,24,50.96,one-year,1,bank_transfer,yes,0
C101249,70,40.03,month-to-month,1,bank_transfer,no,0
C101250,18,28.49,one-year,1,electronic_check,yes,1
C101251,30,71.15,month-to-month,0,credit_card,no,1
C101252,6,65.07,one-year,3,electronic_check,yes,1
C101253,57,95.13,two-year,0,credit_card,no,0
C101254,47,66.46,month-to-month,2,credit_card,no,0
C101255,7,54.38,month-to-month,2,credit_card,no,1
C101256,16,46.17,month-to-month,2,bank_transfer,no,1
C101257,40,47.81,month-to-month,2,bank_transfer,yes,1
C101258,39,,month-to-month,1,bank_transfer,yes,1
C101259,57,36.51,month-to-month,4,bank_transfer,no,1
C101260,19,118.82,one-year,1,bank_transfer,no,1
C101261,66,52.69,month-to-month,0,credit_card,no,0
C101262,32,28.84,month-to-month,1,electronic_check,no,0
C101263,59,44.87,one-year,0,bank_transfer,no,0
C101264,17,25.84,month-to-month,1,credit_card,no,0
C101265,3,99.0,month-to-month,3,electronic_check,no,1
C101266,4,71.26,one-year,3,bank_transfer,no,1
C101267,27,53.7,two-year,0,electronic_check,no,0
C101268,68,86.2,one-year,1,bank_transfer,no,0
C101269,4,,month-to-month,5,bank_transfer,no,1
C101270,27,113.99,month-to-month,1,electronic_check,no,1
C101271,8,116.13,two-year,3,electronic_check,no,1
C101272,67,88.07,one-year,2,electronic_check,no,0
C101273,48,101.78,one-year,2,bank_transfer,no,0
C101274,55,99.24,one-year,0,bank_transfer,no,0
C101275,51,69.13,month-to-month,1,bank_transfer,no,0
C101276,47,90.45,month-to-month,3,bank_transfer,no,1
C101277,55,27.83,one-year,0,bank_transfer,no,0
C101278,1,95.8,two-year,1,credit_card,yes,0
C101279,62,116.18,month-to-month,2,electronic_check,yes,0
C101280,53,28.5,one-year,2,credit_card,no,0
C101281,53,103.61,month-to-month,0,credit_card,no,0
C101282,28,113.3,two-year,5,credit_card,no,1
C101283,57,42.62,month-to-month,1,credit_card,yes,1
C101284,28,72.48,one-year,3,bank_transfer,no,1
C101285,4,112.79,month-to-month,1,electronic_check,no,1
C101286,65,116.02,one-year,2,credit_card,no,0
C101287,17,32.79,one-year,0,electronic_check,no,0
C101288,8,54.9,month-to-month,2,electronic_check,yes,1
C101289,45,89.81,two-year,2,electronic_check,no,0
C101290,17,42.16,two-year,0,bank_transfer,no,0
C101291,61,52.48,two-year,4,electronic_check,no,0
C101292,32,22.33,month-to-month,3,electronic_check,no,1
C101293,1,35.35,one-year,1,electronic_check,no,1
C101294,68,76.23,one-year,3,bank_transfer,no,0
C101295,37,85.31,one-year,0,credit_card,no,0
C101296,19,84.89,month-to-month,3,bank_transfer,yes,1
C101297,49,97.84,one-year,1,electronic_check,no,1
C101298,38,61.53,month-to-month,2,bank_transfer,yes,1
C101299,3,47.35,month-to-month,2,credit_card,no,1
C101300,54,21.56,month-to-month,0,bank_transfer,no,0
C101301,29,40.66,month-to-month,2,credit_card,no,1
C101302,50,51.24,month-to-month,1,electronic_check,no,1
C101303,64,37.82,month-to-month,2,electronic_check,no,0
C101304,44,22.01,one-year,1,bank_transfer,no,0
C101305,48,35.74,month-to-month,1,credit_card,no,0
C101306,19,86.61,month-to-month,1,credit_card,no,1
C101307,17,82.96,one-year,2,credit_card,no,1
C101308,30,113.57,two-year,1,bank_transfer,no,0
C101309,61,99.82,two-year,1,credit_card,no,0
C101310,38,76.78,two-year,4,electronic_check,no,0
C101311,25,33.76,two-year,1,electronic_check,no,0
C101312,56,76.41,one-year,2,bank_transfer,no,0
C101313,61,26.16,two-year,3,electronic_check,no,0
C101314,65,63.09,two-year,2,bank_transfer,yes,0
C101315,22,59.03,month-to-month,1,credit_card,yes,1
C101316,51,62.78,two-year,2,electronic_check,no,0
C101317,42,47.98,one-year,4,bank_transfer,no,1
C101318,32,88.58,one-year,2,electronic_check,no,0
C101319,29,104.09,two-year,1,electronic_check,no,0
C101320,9,96.85,month-to-month,3,electronic_check,yes,1
C101321,20,82.78,month-to-month,4,bank_transfer,no,1
C101322,40,73.83,one-year,0,bank_transfer,no,0
C101323,63,23.11,one-year,0,credit_card,no,0
C101324,62,92.29,two-year,2,credit_card,no,0
C101325,14,74.5,two-year,1,credit_card,no,0
C101326,49,47.07,one-year,2,credit_card,no,0
C101327,7,52.78,two-year,0,bank_transfer,no,0
C101328,48,113.56,month-to-month,2,electronic_check,no,1
C101329,25,82.44,two-year,2,credit_card,no,0
C101330,32,67.59,month-to-month,3,bank_transfer,no,1
C101331,51,82.09,one-year,0,electronic_check,no,0
C101332,31,61.37,month-to-month,3,bank_transfer,no,1
C101333,58,67.02,one-year,0,credit_card,yes,0
C101334,38,49.03,month-to-month,1,bank_transfer,no,1
C101335,71,63.99,month-to-month,4,electronic_check,no,1
C101336,46,88.56,one-year,1,electronic_check,no,0
C101337,22,23.99,one-year,2,electronic_check,no,1
C101338,56,99.5,month-to-month,0,bank_transfer,yes,0
C101339,29,48.3,one-year,3,bank_transfer,no,0
C101340,38,88.26,month-to-month,5,electronic_check,no,1
C101341,10,84.27,month-to-month,4,electronic_check,no,1
C101342,9,85.26,month-to-month,2,credit_card,no,1
C101343,41,80.81,one-year,1,credit_card,yes,0
C101344,14,115.91,one-year,2,bank_transfer,no,1
C101345,71,70.83,one-year,1,credit_card,no,0
C101346,61,93.23,two-year,6,bank_transfer,no,0
C101347,50,90.54,one-year,0,bank_transfer,no,0
C101348,53,43.63,one-year,1,electronic_check,no,0
C101349,43,48.33,two-year,4,electronic_check,no,0
C101350,5,62.4,month-to-month,1,credit_card,no,1
C101351,28,47.77,month-to-month,1,electronic_check,no,0
C101352,36,56.67,month-to-month,2,electronic_check,no,1
C101353,65,59.1,one-year,1,bank_transfer,no,0
C101354,16,80.39,month-to-month,0,credit_card,no,0
C101355,36,41.99,month-to-month,0,electronic_check,yes,1
C101356,25,100.43,two-year,1,credit_card,yes,1
C101357,10,63.75,two-year,3,credit_card,yes,0
C101358,8,90.62,month-to-month,0,bank_transfer,no,1
C101359,26,28.14,month-to-month,1,credit_card,yes,0
C101360,6,67.0,month-to-month,1,bank_transfer,yes,1
C101361,5,22.82,month-to-month,2,credit_card,yes,1
C101362,25,87.59,two-year,2,credit_card,yes,1
C101363,15,54.37,one-year,1,electronic_check,no,1
C101364,40,114.93,month-to-month,0,credit_card,no,1
C101365,2,52.41,month-to-month,1,bank_transfer,no,1
C101366,22,76.38,month-to-month,1,electronic_check,yes,1
C101367,33,45.74,month-to-month,4,bank_transfer,no,1
C101368,69,82.01,month-to-month,1,credit_card,no,0
C101369,46,66.7,one-year,2,electronic_check,no,0
C101370,63,57.06,month-to-month,2,electronic_check,no,0
C101371,25,40.37,two-year,3,credit_card,no,0
C101372,32,31.15,month-to-month,2,electronic_check,no,1
C101373,30,31.99,one-year,1,credit_card,no,0
C101374,64,119.9,month-to-month,0,electronic_check,no,0
C101375,69,61.23,month-to-month,0,credit_card,yes,0
C101376,69,20.19,two-year,1,credit_card,yes,0
C101377,54,115.29,one-year,2,credit_card,no,0
C101378,36,22.0,month-to-month,1,electronic_check,no,0
C101379,39,61.86,month-to-month,3,bank_transfer,no,1
C101380,70,91.75,one-year,1,bank_transfer,no,0
C101381,21,111.46,two-year,4,credit_card,no,1
C101382,25,91.29,one-year,2,credit_card,yes,1
C101383,64,66.36,month-to-month,0,electronic_check,no,0
C101384,28,117.44,month-to-month,1,electronic_check,no,1
C101385,17,23.93,month-to-month,2,electronic_check,no,1
C101386,40,118.69,month-to-month,2,credit_card,no,1
C101387,24,104.94,one-year,1,electronic_check,yes,1
C101388,64,112.89,one-year,1,bank_transfer,yes,0
C101389,65,45.48,month-to-month,0,credit_card,no,0
C101390,22,34.25,one-year,1,credit_card,no,0
C101391,38,86.33,one-year,1,bank_transfer,no,0
C101392,70,71.59,one-year,2,bank_transfer,yes,0
C101393,53,72.32,month-to-month,1,credit_card,no,0
C101394,16,112.46,month-to-month,1,bank_transfer,no,1
C101395,42,82.01,month-to-month,2,credit_card,no,1
C101396,45,51.11,month-to-month,3,electronic_check,no,1
C101397,47,60.01,month-to-month,2,bank_transfer,no,0
C101398,2,33.35,month-to-month,0,bank_transfer,no,1
C101399,22,39.23,month-to-month,0,bank_transfer,no,0
C101400,61,34.34,month-to-month,2,electronic_check,yes,0
C101401,18,101.03,two-year,2,electronic_check,yes,0
C101402,22,90.49,one-year,2,bank_transfer,no,0
C101403,23,73.03,month-to-month,1,electronic_check,no,1
C101404,13,57.44,two-year,0,bank_transfer,yes,0
C101405,12,86.85,month-to-month,3,credit_card,no,1
C101406,25,101.29,month-to-month,7,bank_transfer,no,1
C101407,63,108.12,two-year,3,electronic_check,no,0
C101408,1,74.7,month-to-month,1,electronic_check,no,1
C101409,21,101.99,month-to-month,1,credit_card,no,0
C101410,5,71.13,month-to-month,1,electronic_check,no,1
C101411,40,67.45,month-to-month,0,electronic_check,no,1
C101412,18,106.54,one-year,2,credit_card,no,1
C101413,57,58.64,month-to-month,1,bank_transfer,no,0
C101414,42,59.59,month-to-month,2,electronic_check,no,1
C101415,56,50.49,month-to-month,3,credit_card,no,0
C101416,46,71.87,month-to-month,5,electronic_check,no,1
C101417,32,74.49,month-to-month,2,bank_transfer,no,0
C101418,62,86.05,two-year,0,credit_card,no,0
C101419,34,63.05,one-year,1,credit_card,no,1
C101420,68,41.78,month-to-month,2,bank_transfer,no,0
C101421,71,106.68,one-year,2,electronic_check,no,0
C101422,42,54.6,month-to-month,0,electronic_check,no,0
C101423,48,112.29,month-to-month,1,credit_card,yes,1
C101424,19,40.74,month-to-month,1,electronic_check,no,1
C101425,58,76.01,month-to-month,1,electronic_check,no,1
C101426,48,73.66,one-year,1,credit_card,no,0
C101427,65,102.86,two-year,0,credit_card,no,0
C101428,19,33.89,month-to-month,0,credit_card,no,1
C101429,56,110.99,month-to-month,4,electronic_check,no,1
C101430,34,73.14,one-year,1,bank_transfer,no,0
C101431,14,78.61,month-to-month,1,credit_card,no,1
C101432,13,71.02,month-to-month,2,electronic_check,no,1
C101433,40,23.6,two-year,0,electronic_check,yes,0
C101434,23,69.71,two-year,2,electronic_check,yes,1
C101435,8,46.35,two-year,0,electronic_check,no,0
C101436,31,54.27,month-to-month,3,electronic_check,no,1
C101437,47,84.91,month-to-month,1,credit_card,no,0
C101438,23,69.77,month-to-month,1,credit_card,no,1
C101439,68,29.32,two-year,0,credit_card,no,0
C101440,56,27.3,month-to-month,5,bank_transfer,yes,1
C101441,37,38.57,month-to-month,1,bank_transfer,no,0
C101442,67,39.09,month-to-month,1,bank_transfer,yes,0
C101443,31,80.83,one-year,3,electronic_check,no,1
C101444,10,37.78,one-year,1,electronic_check,no,1
C101445,3,108.17,one-year,0,electronic_check,no,1
C101446,67,40.98,month-to-month,3,bank_transfer,no,0
C101447,69,29.11,one-year,1,credit_card,no,0
C101448,53,107.57,month-to-month,0,bank_transfer,no,0
C101449,8,49.53,month-to-month,2,electronic_check,yes,1
C101450,21,62.54,month-to-month,3,electronic_check,no,1
C101451,3,115.9,month-to-month,0,electronic_check,no,1
C101452,4,114.44,month-to-month,2,bank_transfer,no,1
C101453,18,91.49,two-year,0,electronic_check,no,0
C101454,41,26.89,month-to-month,2,bank_transfer,no,0
C101455,5,79.33,month-to-month,0,credit_card,no,0
C101456,70,118.91,one-year,0,electronic_check,no,0
C101457,33,114.69,one-year,1,credit_card,yes,1
C101458,19,30.6,month-to-month,1,bank_transfer,no,0
C101459,37,59.6,one-year,1,electronic_check,no,1
C101460,57,51.55,month-to-month,2,credit_card,no,0
C101461,23,32.97,month-to-month,3,electronic_check,no,1
C101462,4,89.48,one-year,1,electronic_check,no,1
C101463,4,47.38,one-year,0,bank_transfer,no,0
C101464,61,54.49,month-to-month,0,electronic_check,no,0
C101465,8,29.04,month-to-month,0,electronic_check,no,1
C101466,46,69.8,month-to-month,2,electronic_check,no,1
C101467,28,35.82,month-to-month,2,credit_card,no,0
C101468,56,63.21,two-year,1,electronic_check,no,0
C101469,5,34.33,month-to-month,4,electronic_check,no,1
C101470,64,115.38,two-year,4,credit_card,yes,0
C101471,50,34.5,month-to-month,0,bank_transfer,no,0
C101472,32,72.19,two-year,0,electronic_check,no,0
C101473,15,39.7,month-to-month,3,electronic_check,no,1
C101474,70,27.64,month-to-month,1,electronic_check,no,0
C101475,22,40.23,month-to-month,3,electronic_check,no,1
C101476,35,25.48,month-to-month,1,credit_card,no,0
C101477,28,33.94,two-year,0,bank_transfer,no,0
C101478,17,69.35,one-year,1,credit_card,no,0
C101479,30,85.18,one-year,1,credit_card,no,1
C101480,11,28.73,month-to-month,2,credit_card,no,0
C101481,1,64.1,one-year,2,electronic_check,no,1
C101482,21,78.12,one-year,0,bank_transfer,no,0
C101483,8,43.42,two-year,2,electronic_check,no,1
C101484,30,57.21,one-year,0,bank_transfer,yes,0
C101485,62,27.18,one-year,3,bank_transfer,no,0
C101486,12,42.01,month-to-month,2,bank_transfer,no,0
C101487,1,66.68,two-year,2,electronic_check,no,1
C101488,8,119.04,month-to-month,1,credit_card,no,1
C101489,37,119.63,month-to-month,2,credit_card,no,0
C101490,20,117.96,two-year,1,electronic_check,no,0
C101491,35,62.31,month-to-month,1,bank_transfer,no,1
C101492,3,28.07,month-to-month,2,electronic_check,no,1
C101493,24,52.36,month-to-month,2,electronic_check,no,1
C101494,30,43.77,month-to-month,4,credit_card,no,1
C101495,31,21.41,two-year,1,electronic_check,no,0
C101496,40,29.52,two-year,1,credit_card,no,0
C101497,56,65.32,month-to-month,2,electronic_check,no,0
C101498,34,53.97,two-year,2,credit_card,yes,0
C101499,60,38.04,one-year,0,electronic_check,no,0
C101500,38,,two-year,0,electronic_check,no,0
C101501,19,55.71,month-to-month,1,bank_transfer,no,1
C101502,17,105.19,month-to-month,2,credit_card,no,1
C101503,23,44.1,month-to-month,2,credit_card,no,1
C101504,43,73.84,month-to-month,2,bank_transfer,yes,1
C101505,18,38.41,one-year,0,electronic_check,yes,0
C101506,65,69.53,month-to-month,4,electronic_check,no,1
C101507,35,35.25,month-to-month,1,bank_transfer,no,1
C101508,62,36.16,one-year,0,credit_card,yes,0
C101509,49,81.22,month-to-month,0,bank_transfer,no,0
C101510,24,46.38,month-to-month,2,electronic_check,no,1
C101511,17,37.24,one-year,3,bank_transfer,no,0
C101512,53,112.98,two-year,3,electronic_check,no,1
C101513,24,24.3,month-to-month,0,credit_card,no,0
C101514,18,,two-year,1,bank_transfer,no,0
C101515,67,74.83,two-year,1,credit_card,no,0
C101516,35,45.06,one-year,2,bank_transfer,no,0
C101517,4,65.28,month-to-month,0,bank_transfer,no,0
C101518,36,28.77,one-year,1,credit_card,no,0
C101519,33,92.13,two-year,1,electronic_check,yes,0
C101520,62,42.17,month-to-month,2,electronic_check,no,0
C101521,51,39.34,two-year,3,bank_transfer,no,0
C101522,14,51.49,two-year,6,bank_transfer,yes,1
C101523,11,110.24,month-to-month,3,credit_card,no,1
C101524,43,99.65,one-year,2,credit_card,no,0
C101525,4,114.69,month-to-month,0,bank_transfer,no,1
C101526,23,85.2,one-year,1,bank_transfer,no,0
C101527,10,86.29,two-year,2,electronic_check,no,1
C101528,2,68.0,month-to-month,0,electronic_check,yes,1
C101529,66,110.52,month-to-month,0,credit_card,no,0
C101530,7,71.09,month-to-month,1,credit_card,yes,1
C101531,1,55.51,two-year,3,bank_transfer,no,0
C101532,67,84.04,month-to-month,0,bank_transfer,no,0
C101533,14,74.61,two-year,2,electronic_check,yes,1
C101534,58,32.4,month-to-month,2,credit_card,no,0
C101535,3,59.27,month-to-month,0,bank_transfer,no,1
C101536,11,51.33,two-year,1,bank_transfer,no,0
C101537,8,104.68,one-year,3,bank_transfer,yes,1
C101538,51,57.88,month-to-month,0,credit_card,no,0
C101539,45,102.16,month-to-month,1,electronic_check,no,1
C101540,34,64.24,month-to-month,3,bank_transfer,no,1
C101541,18,95.35,month-to-month,1,credit_card,no,1
C101542,7,33.53,month-to-month,1,bank_transfer,yes,1
C101543,41,112.47,one-year,2,credit_card,no,0
C101544,17,68.06,month-to-month,1,bank_transfer,no,1
C101545,42,45.98,month-to-month,1,credit_card,no,0
C101546,49,44.15,month-to-month,1,credit_card,no,0
C101547,61,46.51,month-to-month,2,electronic_check,yes,1
C101548,36,56.67,two-year,3,bank_transfer,no,1
C101549,1,91.75,month-to-month,1,electronic_check,no,1
C101550,20,114.96,month-to-month,2,bank_transfer,no,1
C101551,61,86.9,one-year,1,electronic_check,no,0
C101552,38,74.72,two-year,1,credit_card,yes,0
C101553,44,64.86,one-year,0,electronic_check,no,0
C101554,33,102.82,two-year,2,bank_transfer,yes,1
C101555,12,104.97,two-year,4,electronic_check,no,1
C101556,64,49.3,one-year,1,credit_card,no,0
C101557,55,115.34,two-year,2,credit_card,no,0
C101558,71,59.51,month-to-month,2,bank_transfer,no,0
C101559,61,100.01,two-year,2,credit_card,yes,1
C101560,21,116.68,two-year,1,credit_card,no,0
C101561,19,90.37,two-year,2,electronic_check,no,0
C101562,18,36.16,month-to-month,4,electronic_check,no,1
C101563,66,78.61,one-year,2,electronic_check,yes,0
C101564,40,31.88,month-to-month,0,bank_transfer,no,0
C101565,33,98.91,one-year,3,bank_transfer,no,1
C101566,69,48.13,month-to-month,1,electronic_check,no,1
C101567,43,89.52,one-year,1,bank_transfer,no,0
C101568,65,111.01,one-year,0,electronic_check,no,0
C101569,70,38.1,month-to-month,0,bank_transfer,no,0
C101570,6,59.29,month-to-month,1,credit_card,no,1
C101571,26,84.71,month-to-month,2,bank_transfer,no,1
C101572,53,61.97,one-year,3,electronic_check,no,0
C101573,58,37.48,one-year,1,bank_transfer,no,0
C101574,11,22.91,one-year,1,electronic_check,no,0
C101575,23,60.66,month-to-month,1,electronic_check,no,1
C101576,39,84.92,two-year,2,credit_card,no,0
C101577,57,77.4,one-year,0,electronic_check,no,0
C101578,9,35.62,month-to-month,1,electronic_check,no,1
C101579,43,65.07,month-to-month,1,credit_card,no,1
C101580,22,56.95,month-to-month,1,bank_transfer,no,0
C101581,16,47.42,month-to-month,4,electronic_check,no,1
C101582,37,92.93,month-to-month,2,credit_card,no,1
C101583,30,50.97,month-to-month,0,credit_card,no,0
C101584,46,74.01,month-to-month,2,credit_card,no,0
C101585,23,112.32,month-to-month,2,credit_card,no,1
C101586,59,73.93,month-to-month,2,credit_card,no,0
C101587,6,81.7,two-year,4,electronic_check,no,1
C101588,62,27.32,month-to-month,2,electronic_check,no,0
C101589,3,37.81,month-to-month,2,electronic_check,no,1
C101590,53,30.1,one-year,5,bank_transfer,no,1
C101591,25,96.48,month-to-month,1,electronic_check,no,1
C101592,28,103.59,month-to-month,2,credit_card,no,1
C101593,2,38.65,month-to-month,1,credit_card,yes,1
C101594,50,41.93,month-to-month,2,credit_card,no,0
C101595,12,52.32,one-year,1,credit_card,no,1
C101596,47,79.11,month-to-month,0,electronic_check,no,0
C101597,52,82.18,month-to-month,3,electronic_check,no,1
C101598,61,88.68,one-year,0,electronic_check,yes,1
C101599,51,110.52,two-year,1,electronic_check,no,0
C101600,22,49.5,month-to-month,1,electronic_check,no,1
C101601,53,85.88,month-to-month,2,bank_transfer,no,0
C101602,59,75.97,month-to-month,2,credit_card,yes,0
C101603,23,50.58,one-year,3,credit_card,no,0
C101604,9,110.74,one-year,1,electronic_check,no,1
C101605,64,29.55,one-year,2,bank_transfer,no,0
C101606,11,91.2,month-to-month,0,electronic_check,no,1
C101607,43,92.79,month-to-month,0,credit_card,no,1
C101608,17,111.53,two-year,0,bank_transfer,no,0
C101609,9,71.86,month-to-month,1,credit_card,no,1
C101610,56,52.16,two-year,2,bank_transfer,yes,0
C101611,11,102.77,month-to-month,0,bank_transfer,no,0
C101612,48,97.08,month-to-month,2,bank_transfer,no,1
C101613,50,70.03,month-to-month,0,credit_card,no,0
C101614,5,,month-to-month,2,electronic_check,no,1
C101615,13,46.79,two-year,3,electronic_check,no,1
C101616,57,78.95,month-to-month,1,bank_transfer,no,0
C101617,37,106.52,one-year,1,bank_transfer,yes,1
C101618,9,51.8,one-year,4,credit_card,no,1
C101619,71,68.35,two-year,0,bank_transfer,yes,0
C101620,19,115.1,one-year,1,bank_transfer,no,1
C101621,1,99.82,two-year,0,bank_transfer,no,0
C101622,66,108.7,two-year,2,bank_transfer,no,0
C101623,2,58.52,month-to-month,3,electronic_check,no,1
C101624,40,119.65,two-year,2,credit_card,no,0
C101625,71,35.26,two-year,3,bank_transfer,no,0
C101626,42,71.88,month-to-month,2,electronic_check,yes,1
C101627,42,67.93,one-year,0,electronic_check,no,0
C101628,28,99.84,month-to-month,1,electronic_check,yes,1
C101629,10,110.86,one-year,2,bank_transfer,no,1
C101630,41,93.11,month-to-month,2,bank_transfer,no,1
C101631,64,82.68,one-year,5,bank_transfer,no,0
C101632,7,62.74,month-to-month,1,electronic_check,no,1
C101633,63,71.03,one-year,1,electronic_check,yes,0
C101634,30,70.93,month-to-month,1,credit_card,no,1
C101635,39,22.04,one-year,2,credit_card,no,0
C101636,12,70.3,month-to-month,1,credit_card,no,1
C101637,45,105.6,one-year,0,credit_card,yes,0
C101638,13,90.93,month-to-month,1,credit_card,no,1
C101639,20,99.57,month-to-month,2,electronic_check,no,1
C101640,52,59.05,month-to-month,2,credit_card,no,0
